Index,Latitude,Longitude,Year,Biomass
0,24.66818,71.33144,2018,4.602165375456734
1,24.66818,71.41106,2018,36.24681003243312
2,24.66818,71.49069,2018,66.16606940626691
3,24.66818,71.57031,2018,97.83889330667807
4,24.66818,71.64994,2018,29.327211320250285
5,24.66818,71.72956,2018,45.68609827472204
6,24.66818,71.80919,2018,57.33537798737524
7,24.66818,71.88882,2018,23.745454308520145
8,24.66818,71.96844,2018,41.19775523590013
9,24.66818,72.04807,2018,62.154404286404855
10,24.66818,72.12769,2018,9.661303709226326
11,24.66818,72.20732,2018,7.957180223156613
12,24.66818,72.28694,2018,7.328755700435576
13,24.66818,72.36657,2018,0.2150412031170349
14,24.58758,71.25181,2018,1.6462386334890367
15,24.58758,71.33144,2018,26.903127181452877
16,24.58758,71.41106,2018,78.72163866347542
17,24.58758,71.49069,2018,155.5549326474847
18,24.58758,71.57031,2018,168.7862015758412
19,24.58758,71.64994,2018,91.57443625812006
20,24.58758,71.72956,2018,127.93560856550927
21,24.58758,71.80919,2018,130.84359767219462
22,24.58758,71.88882,2018,97.36561982685123
23,24.58758,71.96844,2018,110.26696884394391
24,24.58758,72.04807,2018,127.85534644307825
25,24.58758,72.12769,2018,78.32643400095986
26,24.58758,72.20732,2018,43.79157632420667
27,24.58758,72.28694,2018,47.816895787580265
28,24.58758,72.36657,2018,4.505045687222205
29,24.50698,71.25181,2018,0.23082114959172617
30,24.50698,71.33144,2018,30.353227172206843
31,24.50698,71.41106,2018,102.78854810276104
32,24.50698,71.49069,2018,120.34165538151903
33,24.50698,71.57031,2018,154.39714751185957
34,24.50698,71.64994,2018,124.7864191902975
35,24.50698,71.72956,2018,111.98531874711534
36,24.50698,71.80919,2018,154.1052011969407
37,24.50698,71.88882,2018,173.9634293085297
38,24.50698,71.96844,2018,105.24127452472831
39,24.50698,72.04807,2018,73.80607652909146
40,24.50698,72.12769,2018,75.3171247175698
41,24.50698,72.20732,2018,80.10251631420432
42,24.50698,72.28694,2018,107.30428545748379
43,24.50698,72.36657,2018,37.358355168536335
44,24.50698,72.44619,2018,5.952212744712659
45,24.50698,72.60544,2018,2.9542295362560145
46,24.50698,72.68507,2018,0.5876242367435034
47,24.42638,71.33144,2018,11.637115223152406
48,24.42638,71.41106,2018,92.1774171471454
49,24.42638,71.49069,2018,112.83168872969165
50,24.42638,71.57031,2018,122.5601677889121
51,24.42638,71.64994,2018,111.09899674903735
52,24.42638,71.72956,2018,104.22477948094853
53,24.42638,71.80919,2018,170.90533462573742
54,24.42638,71.88882,2018,161.06120072588544
55,24.42638,71.96844,2018,117.69443533253768
56,24.42638,72.04807,2018,143.8177787879802
57,24.42638,72.12769,2018,108.2592727491528
58,24.42638,72.20732,2018,100.27454249796801
59,24.42638,72.28694,2018,76.02262924612714
60,24.42638,72.36657,2018,81.34594118521831
61,24.42638,72.44619,2018,13.477395357586332
62,24.42638,72.52582,2018,9.20863276809724
63,24.42638,72.60544,2018,26.527318364656995
64,24.42638,72.68507,2018,10.496327115570132
65,24.42638,73.00357,2018,7.863719473823378
66,24.42638,73.08319,2018,9.112131235355703
67,24.42638,73.16282,2018,0.5161539112308918
68,24.34578,71.25181,2018,-0.4801113307872562
69,24.34578,71.33144,2018,4.415756580217262
70,24.34578,71.41106,2018,103.76628529126187
71,24.34578,71.49069,2018,121.75607417815723
72,24.34578,71.57031,2018,133.96629937991582
73,24.34578,71.64994,2018,130.02963459692916
74,24.34578,71.72956,2018,152.77240797304944
75,24.34578,71.80919,2018,189.7238928681052
76,24.34578,71.88882,2018,139.32854360300806
77,24.34578,71.96844,2018,113.16901409128658
78,24.34578,72.04807,2018,182.76927965999317
79,24.34578,72.12769,2018,168.30051195201148
80,24.34578,72.20732,2018,122.28985070667078
81,24.34578,72.28694,2018,42.16329962603937
82,24.34578,72.36657,2018,56.36677521475396
83,24.34578,72.44619,2018,28.014857192516995
84,24.34578,72.52582,2018,79.70394988329232
85,24.34578,72.60544,2018,41.35032047158199
86,24.34578,72.68507,2018,7.4700514474623185
87,24.34578,73.00357,2018,23.48148787930142
88,24.34578,73.08319,2018,59.71245442701354
89,24.34578,73.16282,2018,10.463988120571694
90,24.34578,73.24244,2018,0.2854900663127543
91,24.26518,71.25181,2018,-0.2911293830502489
92,24.26518,71.33144,2018,40.70565914699671
93,24.26518,71.41106,2018,151.87909475605625
94,24.26518,71.49069,2018,131.80174065193464
95,24.26518,71.57031,2018,101.11923854587506
96,24.26518,71.64994,2018,138.78211180579342
97,24.26518,71.72956,2018,181.51573069695226
98,24.26518,71.80919,2018,140.37809497857828
99,24.26518,71.88882,2018,132.97567132243543
100,24.26518,71.96844,2018,123.61921471226167
101,24.26518,72.04807,2018,167.35230923767293
102,24.26518,72.12769,2018,164.64891186148014
103,24.26518,72.20732,2018,125.35746796539979
104,24.26518,72.28694,2018,129.08984971998618
105,24.26518,72.36657,2018,158.39099312970416
106,24.26518,72.44619,2018,116.24621711595442
107,24.26518,72.52582,2018,76.36890235259074
108,24.26518,72.60544,2018,6.420272354155798
109,24.26518,72.68507,2018,11.674260532967356
110,24.26518,72.76469,2018,3.73837722733617
111,24.26518,72.84432,2018,18.397826345569662
112,24.26518,72.92394,2018,7.511889654023258
113,24.26518,73.00357,2018,27.967479096083302
114,24.26518,73.08319,2018,22.626577852326385
115,24.26518,73.16282,2018,1.381470346470834
116,24.26518,73.24244,2018,0.24522941099575452
117,24.18458,71.25181,2018,0.22234004379708122
118,24.18458,71.33144,2018,30.6370695067314
119,24.18458,71.41106,2018,113.27591542778946
120,24.18458,71.49069,2018,88.33658774615422
121,24.18458,71.57031,2018,115.61454441482292
122,24.18458,71.64994,2018,152.05589665597188
123,24.18458,71.72956,2018,164.57724460389323
124,24.18458,71.80919,2018,158.58942988485157
125,24.18458,71.88882,2018,147.37145105184644
126,24.18458,71.96844,2018,141.8837339071485
127,24.18458,72.04807,2018,139.6480271241751
128,24.18458,72.12769,2018,138.08832666450456
129,24.18458,72.20732,2018,152.34521689859403
130,24.18458,72.28694,2018,119.18259908754251
131,24.18458,72.36657,2018,114.03372986247406
132,24.18458,72.44619,2018,121.85012549920035
133,24.18458,72.52582,2018,114.87370801453032
134,24.18458,72.60544,2018,38.98915409885009
135,24.18458,72.68507,2018,42.03025590849301
136,24.18458,72.76469,2018,14.432683618504285
137,24.18458,72.84432,2018,13.648608531229483
138,24.18458,72.92394,2018,24.29749957074805
139,24.18458,73.00357,2018,54.734158058396
140,24.18458,73.08319,2018,11.113781442432302
141,24.18458,73.16282,2018,1.206140415333056
142,24.10398,71.25181,2018,0.19059986993290873
143,24.10398,71.33144,2018,42.14095632072374
144,24.10398,71.41106,2018,101.03399923478233
145,24.10398,71.49069,2018,102.49283554337852
146,24.10398,71.57031,2018,129.44783180572202
147,24.10398,71.64994,2018,142.9491561846193
148,24.10398,71.72956,2018,137.49445953459184
149,24.10398,71.80919,2018,133.32861977447337
150,24.10398,71.88882,2018,137.5075425774988
151,24.10398,71.96844,2018,126.25202107252267
152,24.10398,72.04807,2018,139.32131312742453
153,24.10398,72.12769,2018,151.41285715781618
154,24.10398,72.20732,2018,144.0970571515517
155,24.10398,72.28694,2018,151.8997811378092
156,24.10398,72.36657,2018,69.34062266125888
157,24.10398,72.44619,2018,105.01190980987742
158,24.10398,72.52582,2018,154.14648144144942
159,24.10398,72.60544,2018,120.21327339827133
160,24.10398,72.68507,2018,48.189939388829686
161,24.10398,72.76469,2018,7.548487038288146
162,24.10398,72.84432,2018,15.457099050474469
163,24.10398,72.92394,2018,70.22152532515915
164,24.10398,73.00357,2018,240.35679937033925
165,24.10398,73.08319,2018,101.403500762581
166,24.10398,73.16282,2018,61.20513517845668
167,24.10398,73.24244,2018,0.9218407100621769
168,24.02338,71.25181,2018,0.2746025754461085
169,24.02338,71.33144,2018,19.801573745022598
170,24.02338,71.41106,2018,68.88644808250143
171,24.02338,71.49069,2018,100.07378505930335
172,24.02338,71.57031,2018,103.38007894839377
173,24.02338,71.64994,2018,171.26547634934246
174,24.02338,71.72956,2018,131.95117525148143
175,24.02338,71.80919,2018,138.7215623204059
176,24.02338,71.88882,2018,142.46196736467098
177,24.02338,71.96844,2018,146.65808505381503
178,24.02338,72.04807,2018,178.99642825128254
179,24.02338,72.12769,2018,168.9936788257011
180,24.02338,72.20732,2018,122.02954336231346
181,24.02338,72.28694,2018,93.01442308294895
182,24.02338,72.36657,2018,92.57642853947031
183,24.02338,72.44619,2018,129.7944691562766
184,24.02338,72.52582,2018,101.032299105404
185,24.02338,72.60544,2018,99.30456180895645
186,24.02338,72.68507,2018,75.64316085792673
187,24.02338,72.76469,2018,49.28364341279929
188,24.02338,72.84432,2018,11.644360093911688
189,24.02338,72.92394,2018,85.20538983694483
190,24.02338,73.00357,2018,267.33360798226977
191,24.02338,73.08319,2018,229.1074085422039
192,24.02338,73.16282,2018,71.8239499824285
193,24.02338,73.24244,2018,32.7136300139474
194,24.02338,73.32207,2018,5.19530324875937
195,24.02338,73.40169,2018,0.6294161043520596
196,23.94278,70.13706,2018,0.29220014456198207
197,23.94278,70.21669,2018,1.8774793130066252
198,23.94278,70.37594,2018,1.752398996093408
199,23.94278,70.45556,2018,5.684239493515067
200,23.94278,70.53519,2018,13.213110196904955
201,23.94278,70.61481,2018,15.619414943121532
202,23.94278,70.69444,2018,3.6588386952098055
203,23.94278,70.77406,2018,0.11366842836620236
204,23.94278,70.85369,2018,0.10412891711572832
205,23.94278,71.01294,2018,-0.5231586329784533
206,23.94278,71.09256,2018,-0.37731015868794454
207,23.94278,71.25181,2018,2.0547139557815717
208,23.94278,71.33144,2018,71.41477151931701
209,23.94278,71.41106,2018,59.26740843849662
210,23.94278,71.49069,2018,59.50168016292781
211,23.94278,71.57031,2018,81.01941222541029
212,23.94278,71.64994,2018,214.02909478320126
213,23.94278,71.72956,2018,146.34753194259366
214,23.94278,71.80919,2018,100.82373962515842
215,23.94278,71.88882,2018,55.50245887407671
216,23.94278,71.96844,2018,115.95045516727832
217,23.94278,72.04807,2018,49.12327823768203
218,23.94278,72.12769,2018,78.49114972012369
219,23.94278,72.20732,2018,115.58926047877539
220,23.94278,72.28694,2018,79.39808236468753
221,23.94278,72.36657,2018,150.92747139210994
222,23.94278,72.44619,2018,123.53275437736283
223,23.94278,72.52582,2018,169.62514070995584
224,23.94278,72.60544,2018,147.92902873811457
225,23.94278,72.68507,2018,154.93273338867454
226,23.94278,72.76469,2018,114.3379004415044
227,23.94278,72.84432,2018,130.97940715390908
228,23.94278,72.92394,2018,202.96989603490607
229,23.94278,73.00357,2018,342.57935606510813
230,23.94278,73.08319,2018,252.68964010999682
231,23.94278,73.16282,2018,94.36976412814072
232,23.94278,73.24244,2018,35.20273471975306
233,23.94278,73.32207,2018,19.21979154928658
234,23.94278,73.40169,2018,6.229827582405427
235,23.86218,70.13706,2018,1.0918155667197387
236,23.86218,70.21669,2018,24.304333419035515
237,23.86218,70.29631,2018,21.573221267769178
238,23.86218,70.37594,2018,14.360227654067502
239,23.86218,70.45556,2018,8.78029328851267
240,23.86218,70.53519,2018,21.202287952971897
241,23.86218,70.61481,2018,114.19985603967521
242,23.86218,70.69444,2018,61.46216977660404
243,23.86218,70.77406,2018,2.0494108948754013
244,23.86218,70.85369,2018,0.6562417939715083
245,23.86218,71.01294,2018,-0.5231586329784533
246,23.86218,71.09256,2018,2.2070502272103756
247,23.86218,71.17219,2018,0.3483979319510285
248,23.86218,71.25181,2018,19.909189533149764
249,23.86218,71.33144,2018,89.62713412910078
250,23.86218,71.41106,2018,66.05025192682523
251,23.86218,71.49069,2018,85.67668010159217
252,23.86218,71.57031,2018,97.80483482761534
253,23.86218,71.64994,2018,126.66148521663689
254,23.86218,71.72956,2018,106.58121556279794
255,23.86218,71.80919,2018,95.8666492531514
256,23.86218,71.88882,2018,93.48656955235987
257,23.86218,71.96844,2018,106.19404852786143
258,23.86218,72.04807,2018,140.5353169000469
259,23.86218,72.12769,2018,133.1089703224653
260,23.86218,72.20732,2018,115.11952642514996
261,23.86218,72.28694,2018,116.42667250481132
262,23.86218,72.36657,2018,190.73790453894418
263,23.86218,72.44619,2018,200.0345225413218
264,23.86218,72.52582,2018,150.4705088446157
265,23.86218,72.60544,2018,162.92906526739438
266,23.86218,72.68507,2018,221.16708161488125
267,23.86218,72.76469,2018,163.56392849931223
268,23.86218,72.84432,2018,250.36466875068203
269,23.86218,72.92394,2018,267.8382802328813
270,23.86218,73.00357,2018,216.4404888827415
271,23.86218,73.08319,2018,272.4258449204323
272,23.86218,73.16282,2018,252.53436998577712
273,23.86218,73.24244,2018,49.11145085555306
274,23.86218,73.32207,2018,56.9020390696311
275,23.86218,73.40169,2018,8.822031678100053
276,23.78158,70.13706,2018,0.06178904958382662
277,23.78158,70.21669,2018,7.2024184939105975
278,23.78158,70.29631,2018,11.385947713305374
279,23.78158,70.37594,2018,2.359498278610208
280,23.78158,70.45556,2018,-0.06687940124988669
281,23.78158,70.53519,2018,-0.024197246781962105
282,23.78158,70.61481,2018,8.800189702014467
283,23.78158,70.69444,2018,20.612382116674443
284,23.78158,70.77406,2018,7.104826297003855
285,23.78158,70.85369,2018,-0.08141209036746899
286,23.78158,71.09256,2018,17.41463908396284
287,23.78158,71.17219,2018,30.486272797395777
288,23.78158,71.25181,2018,28.256062725121215
289,23.78158,71.33144,2018,32.85328482508079
290,23.78158,71.41106,2018,5.587219745398261
291,23.78158,71.49069,2018,13.172308785956814
292,23.78158,71.57031,2018,37.27308522433014
293,23.78158,71.64994,2018,62.47863562276452
294,23.78158,71.72956,2018,98.849041817602
295,23.78158,71.80919,2018,76.23189772493444
296,23.78158,71.88882,2018,160.2555566273698
297,23.78158,71.96844,2018,129.01725825352477
298,23.78158,72.04807,2018,138.33451418532076
299,23.78158,72.12769,2018,164.0211373178448
300,23.78158,72.20732,2018,133.0615500811272
301,23.78158,72.28694,2018,137.72825182872438
302,23.78158,72.36657,2018,193.49265426714484
303,23.78158,72.44619,2018,184.2468961163363
304,23.78158,72.52582,2018,167.191808849463
305,23.78158,72.60544,2018,179.25105050790322
306,23.78158,72.68507,2018,212.72795865476087
307,23.78158,72.76469,2018,196.88966800094764
308,23.78158,72.84432,2018,257.91031725830976
309,23.78158,72.92394,2018,480.69407378078245
310,23.78158,73.00357,2018,316.69996072830924
311,23.78158,73.08319,2018,236.14761409207435
312,23.78158,73.16282,2018,101.61004878037825
313,23.78158,73.24244,2018,114.23424097856066
314,23.78158,73.32207,2018,99.43976164767216
315,23.78158,73.40169,2018,17.711565796961455
316,23.78158,73.48132,2018,1.2958561377986983
317,23.70098,68.70381,2018,0.6147584068823231
318,23.70098,68.78344,2018,0.6147584068823231
319,23.70098,69.10194,2018,8.760158618394474
320,23.70098,69.18156,2018,10.618843283744239
321,23.70098,70.45556,2018,4.027705529318091
322,23.70098,70.53519,2018,14.720238840117089
323,23.70098,70.61481,2018,70.74360130409643
324,23.70098,70.69444,2018,65.21767272227439
325,23.70098,70.77406,2018,30.302120656603805
326,23.70098,70.85369,2018,0.4359909006561183
327,23.70098,70.93331,2018,0.42917602939098737
328,23.70098,71.09256,2018,3.1122522474734082
329,23.70098,71.17219,2018,2.6588644010661597
330,23.70098,71.25181,2018,0.9082167107599353
331,23.70098,71.33144,2018,2.4148991373292006
332,23.70098,71.41106,2018,4.766902705121962
333,23.70098,71.49069,2018,43.41944936138888
334,23.70098,71.57031,2018,63.322214059931405
335,23.70098,71.64994,2018,61.94610982381265
336,23.70098,71.72956,2018,168.12579710235903
337,23.70098,71.80919,2018,240.7269975732299
338,23.70098,71.88882,2018,130.35076355337097
339,23.70098,71.96844,2018,134.22653479313266
340,23.70098,72.04807,2018,90.15757830804174
341,23.70098,72.12769,2018,181.3491251713813
342,23.70098,72.20732,2018,121.26743877548545
343,23.70098,72.28694,2018,136.7578800723647
344,23.70098,72.36657,2018,197.2981124402556
345,23.70098,72.44619,2018,221.1903212133973
346,23.70098,72.52582,2018,172.46646274434656
347,23.70098,72.60544,2018,253.82707773244593
348,23.70098,72.68507,2018,248.07229675490512
349,23.70098,72.76469,2018,220.92367294205343
350,23.70098,72.84432,2018,215.61563398371356
351,23.70098,72.92394,2018,437.83155108917407
352,23.70098,73.00357,2018,272.0146299912878
353,23.70098,73.08319,2018,117.16172892406396
354,23.70098,73.16282,2018,47.41522537874978
355,23.70098,73.24244,2018,188.43695589536046
356,23.70098,73.32207,2018,199.20323549210335
357,23.70098,73.40169,2018,42.16675094501087
358,23.70098,73.48132,2018,26.07761130237097
359,23.70098,73.56094,2018,0.33175938278608347
360,23.62038,68.70381,2018,0.02104783414895834
361,23.62038,68.78344,2018,0.02104783414895834
362,23.62038,68.94269,2018,0.6525284121586036
363,23.62038,69.02231,2018,1.167997604242411
364,23.62038,69.10194,2018,8.249655918589456
365,23.62038,69.18156,2018,10.196609068934604
366,23.62038,70.29631,2018,1.606381205799798
367,23.62038,70.37594,2018,32.71109890578671
368,23.62038,70.45556,2018,92.4439145787266
369,23.62038,70.53519,2018,52.23580316691873
370,23.62038,70.61481,2018,26.537756208026742
371,23.62038,70.69444,2018,76.38038664190145
372,23.62038,70.77406,2018,28.7067394866127
373,23.62038,70.85369,2018,4.087800831498593
374,23.62038,70.93331,2018,1.22223291907045
375,23.62038,71.41106,2018,12.132938750707806
376,23.62038,71.49069,2018,94.22934188203072
377,23.62038,71.57031,2018,108.96495490680313
378,23.62038,71.64994,2018,125.11156641321294
379,23.62038,71.72956,2018,150.8829731822852
380,23.62038,71.80919,2018,319.117013805071
381,23.62038,71.88882,2018,118.1810409175221
382,23.62038,71.96844,2018,86.92605501437305
383,23.62038,72.04807,2018,88.89439457675408
384,23.62038,72.12769,2018,102.97012151077159
385,23.62038,72.20732,2018,92.99906830958344
386,23.62038,72.28694,2018,154.38302442193105
387,23.62038,72.36657,2018,123.59927605070082
388,23.62038,72.44619,2018,209.48457301517925
389,23.62038,72.52582,2018,224.5925193956605
390,23.62038,72.60544,2018,184.6803896252602
391,23.62038,72.68507,2018,169.9212998281333
392,23.62038,72.76469,2018,154.97647971330642
393,23.62038,72.84432,2018,208.15844035368264
394,23.62038,72.92394,2018,272.26183843904636
395,23.62038,73.00357,2018,197.91821032463906
396,23.62038,73.08319,2018,353.84673471640275
